MGR_RUNID,HL_DATE,HL_MARKET,Cntr,Region,Market,SubNetwork_2,PERIOD_START_TIME,PERIOD_DURATION,MeContext,UtranCell,pmAttNonBlindInterFreqHoCsSpeech12,pmCellDowntimeAuto,pmCellDowntimeMan,pmChSwitchAttemptUraFach,pmChSwitchSuccUraFach,pmDlTrafficVolumePs128,pmDlTrafficVolumePs16,pmDlTrafficVolumePs384,pmDlTrafficVolumePs64,pmDlTrafficVolumePs8,pmDlTrafficVolumePsCommon,pmDlTrafficVolumePsIntHs,pmDlTrafficVolumePsStr128,pmDlTrafficVolumePsStr16,pmDlTrafficVolumePsStr64,pmFailNonBlindInterFreqHoFailRevertCsSpeech12,pmNoDirRetryAtt,pmNoLoadSharingRrcConnCs,pmNoLoadSharingRrcConnPs,pmNoNormalNasSignReleaseCs,pmNoNormalRabReleaseSpeech,pmNoRabEstablishAttemptSpeech,pmNoRabEstablishSuccessSpeech,pmNoRabEstablishAttemptPacketInteractive,pmNoRabEstablishSuccessPacketInteractive,pmNoSysRelSpeechNeighbr,pmNoSystemNasSignReleaseCs,pmNoSystemRabReleaseSpeech,pmNoTimesCellFailAddToActSet,pmSamplesDchDlRlcUserPacketThp,pmSamplesHsDlRlcUserPacketThp,pmSamplesUlRssi,pmSuccNonBlindInterFreqHoCsSpeech12,pmSumBestAmr12200RabEstablish,pmSumBestAmr4750RabEstablish,pmSumBestAmr5900RabEstablish,pmSumBestAmr7950RabEstablish,pmSumBestAmrNbMmRabEstablish,pmSumBestAmrWbRabEstablish,pmSumBestCs12Establish,pmSumDchDlRlcUserPacketThp,pmSumHsDlRlcUserPacketThp,pmSumUlRssi,pmTotNoRrcConnectReqCs,pmTotNoRrcConnectReqCsSucc,pmTotNoRrcConnectReqPs,pmTotNoRrcConnectReqPsSucc
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05216D21,0,0,0,58,58,0,0,0,0,0,677,12418,0,0,0,0,0,0,0,2,2,2,2,20,20,0,0,0,0,156,1207,90,0,0,0,0,0,10,108,174,563,115189,7504,1,1,12,12
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05313C22,0,0,0,219,219,0,0,0,41,0,1473,177774,0,0,0,0,0,0,0,2,2,2,2,12,12,0,0,0,0,447,1727,90,0,0,0,0,0,0,189,300,1588,1737599,5636,1,1,5,4
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05816D32,0,0,0,51,51,0,0,0,0,0,265,2282,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,87,217,90,0,0,0,0,0,0,0,0,254,22162,5711,0,0,11,11
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05476A42,0,0,0,32,32,0,0,0,0,0,175,1170,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,59,121,90,0,0,0,0,0,0,0,0,168,11638,5246,0,0,1,1
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05521C32,0,0,0,2,2,0,0,0,0,0,12,1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,90,0,0,0,0,0,0,0,0,16,11902,5412,0,0,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05313C31,0,0,0,101,101,0,0,0,0,0,913,7769,0,0,0,0,0,0,0,0,1,0,0,32,32,0,0,0,0,260,1091,90,0,0,0,0,0,21,0,5,853,74009,4466,0,0,13,13
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05268B22,0,0,0,310,310,0,0,0,0,0,2143,132872,0,0,0,0,0,0,0,2,0,2,2,25,25,0,0,0,0,559,8109,90,0,0,0,0,0,5,76,368,1847,1188365,6381,1,1,19,19
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05773D22,0,0,0,206,206,0,0,0,0,0,1430,83175,0,0,0,0,0,0,0,2,1,3,3,27,27,0,0,0,0,460,2608,90,0,0,0,0,0,153,15,36,1486,814551,4038,0,0,11,11
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05429C11,0,0,0,5,5,0,0,0,0,0,22,232,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,8,26,90,0,0,0,0,0,0,0,25,19,1901,4196,1,1,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05033A21,0,0,0,11,11,0,0,0,0,0,83,3119,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,24,48,90,0,0,0,0,0,0,4,6,84,29667,5565,1,1,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05216D12,0,0,0,27,27,0,0,0,0,0,176,683,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,55,91,90,0,0,0,0,0,0,2,0,154,6641,11816,1,1,2,2
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05809H11,0,0,0,75,75,0,0,0,7,0,538,1219,0,0,0,0,0,0,0,5,4,5,5,85,85,0,0,0,0,135,156,90,0,0,0,0,0,45,0,151,606,10609,4240,3,3,77,77
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ09786A31,0,0,0,59,59,0,0,0,0,0,488,8935,0,0,0,0,0,0,0,10,10,10,10,13,13,0,0,0,1,137,2310,90,0,0,0,0,0,240,248,44,370,83018,4140,11,11,3,3
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05556C21,0,0,0,8,8,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,4209,0,0,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05826A31,0,0,0,93,93,0,0,0,0,0,782,75513,0,0,0,0,0,0,0,7,8,7,7,54,54,0,0,0,0,225,6356,90,0,0,0,0,0,0,2,80,781,733961,5356,8,8,21,21
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05375F12,0,0,0,56,56,0,0,0,0,0,324,217149,0,0,0,0,0,0,0,2,2,3,3,16,16,0,0,0,0,106,1334,90,0,0,0,0,0,193,0,124,323,2125808,5054,1,1,4,4
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05375F21,0,0,0,221,221,0,0,0,0,0,822,556414,0,0,0,0,0,0,0,1,0,1,1,138,138,0,0,0,0,237,2646,90,0,0,0,0,0,0,69,0,820,5459505,5231,0,0,14,14
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05241B11,0,0,0,7,7,0,0,0,0,0,21,101,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,6,23,90,0,0,0,0,0,0,56,2,17,968,4926,0,0,1,1
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05100A12,0,0,0,35,35,0,0,0,0,0,210,2086,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,59,200,90,0,0,0,0,0,0,0,0,232,20178,4953,0,0,5,5
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05516G12,0,0,0,128,128,0,0,0,0,0,893,692683,0,0,0,0,0,0,0,0,1,3,3,17,17,0,0,0,0,275,5387,90,0,0,0,0,0,59,31,2,936,6799093,5963,0,0,11,11
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05933B11,0,0,0,117,117,0,0,0,0,0,426,1898,0,0,0,0,0,0,0,0,1,0,0,32,32,0,0,0,0,114,222,90,0,0,0,0,0,0,3,23,304,16110,6814,0,0,33,33
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05557C22,0,0,0,134,134,0,0,0,0,0,891,59808,0,0,0,0,0,0,0,3,5,3,3,18,18,0,0,0,0,265,670,90,0,0,0,0,0,25,189,8,833,585213,5451,3,3,16,16
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05809H22,0,0,0,55,55,0,0,0,0,0,317,6845,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,98,328,90,0,0,0,0,0,0,0,2,335,66221,5145,0,0,5,5
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05277B32,0,0,0,30,30,0,0,0,25,0,1545,211570,0,0,0,0,0,0,0,1,0,1,1,11,11,0,0,0,0,344,1554,90,0,0,0,0,0,0,14,23,1929,2066278,4748,0,0,4,4
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05814A22,0,0,0,42,42,0,0,0,0,0,218,922,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,70,98,90,0,0,0,0,0,1,128,0,191,8544,7813,0,0,1,1
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05443H21,0,0,0,121,121,0,0,0,0,0,759,16358,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,125,107,90,0,0,0,0,0,0,0,0,307,140674,4813,0,0,2,2
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05411E31,0,0,0,150,149,0,0,0,0,0,1329,410426,0,0,0,0,0,0,0,5,3,5,5,40,40,0,0,0,0,404,5871,90,0,0,0,0,0,5,24,130,1496,4015244,4858,2,2,24,24
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05773D11,0,0,0,190,190,0,0,0,0,0,1389,208898,0,0,0,0,0,0,0,0,2,0,0,7,7,0,0,0,0,404,8118,90,0,0,0,0,0,1,213,196,1276,2036260,5059,0,0,6,6
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05412A32,0,0,0,111,111,0,0,0,0,0,843,87183,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,278,3185,90,0,0,0,0,0,0,0,0,960,853783,5383,0,0,2,2
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05823A11,0,0,0,57,57,0,0,0,0,0,401,6572,0,0,0,0,0,0,0,4,2,3,3,2,2,0,0,0,0,123,269,90,0,0,0,0,0,2,0,98,424,61664,15328,2,2,1,1
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05551C31,0,0,0,101,101,0,0,0,0,0,715,79433,0,0,0,0,0,0,0,6,2,1,1,40,40,0,0,0,0,187,1673,90,0,0,0,0,0,23,51,3,637,775466,6844,3,3,24,24
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05551C22,0,0,0,36,36,0,0,0,0,0,165,6457,0,0,0,0,0,0,0,2,0,0,0,6,6,0,0,0,0,37,326,90,0,0,0,0,0,0,32,0,146,63366,8973,1,1,1,1
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05422E31,0,0,0,169,169,0,0,0,0,0,999,222616,0,0,0,0,0,0,0,1,3,2,2,28,28,0,0,0,0,286,1774,90,0,0,0,0,0,13,0,173,986,2167596,6766,1,1,12,12
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05989C32,0,0,0,491,490,0,0,0,248,0,2575,178066,0,0,0,0,0,0,0,2,5,4,4,121,121,0,0,0,0,620,3900,90,0,0,0,0,0,211,41,213,2094,1673473,4342,2,2,49,49
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ09778A11,0,0,0,14,14,0,0,0,0,0,81,9521,0,0,0,0,0,0,0,0,2,1,1,41,41,0,0,0,0,21,309,90,0,0,0,0,0,0,74,94,42,89952,4468,0,0,27,27
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ09795A31,0,0,0,6,6,0,0,0,0,0,45,937,0,0,0,0,0,0,0,1,1,1,1,3,3,0,0,0,0,15,90,90,0,0,0,0,0,2,3,0,43,8586,5488,0,0,1,1
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05826A32,0,0,0,122,122,0,0,0,0,0,562,16238,0,0,0,0,0,0,0,6,5,7,7,19,19,0,0,0,0,187,694,90,0,0,0,0,0,179,1,231,521,152306,4261,6,6,9,9
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05787A21,0,0,0,150,150,0,0,0,0,0,880,28454,0,0,0,0,0,0,0,2,1,1,1,11,11,0,0,0,0,274,602,90,0,0,0,0,0,231,134,0,892,276886,4909,3,3,10,10
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05339C11,0,0,0,104,104,0,0,0,0,0,713,4744,0,0,0,0,0,0,0,0,1,0,0,19,19,0,0,0,0,202,241,90,0,0,0,0,0,3,3,2,740,46113,4795,0,0,15,15
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05597B31,0,0,0,24,24,0,0,0,0,0,255,157161,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,87,1740,90,0,0,0,0,0,0,0,0,255,1538650,5007,0,0,21,21
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05277B12,0,0,0,497,497,0,0,0,3,0,3072,545028,0,0,0,0,0,0,0,5,8,6,6,67,67,0,0,0,0,932,4652,90,0,0,0,0,0,2,239,115,3286,5345351,5505,2,2,28,28
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05509A31,0,0,0,62,62,0,0,0,0,0,436,520272,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,129,3189,90,0,0,0,0,0,3,180,25,379,5093686,4845,1,1,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05290A21,0,0,0,95,95,0,0,0,0,0,601,23120,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,192,432,90,0,0,0,0,0,0,0,0,627,225884,5823,0,0,9,9
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05521C12,0,0,0,26,26,0,0,0,0,0,146,2787,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,44,201,90,0,0,0,0,0,0,0,0,163,27022,5353,0,0,3,3
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05502B21,0,0,0,159,159,0,0,0,0,0,1764,5206,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,472,514,90,0,0,0,0,0,2,0,0,1672,43790,4249,0,0,1,1
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05624A11,0,0,0,112,112,0,0,0,0,0,804,15794,0,0,0,0,0,0,0,1,1,1,1,6,6,0,0,0,0,230,517,90,0,0,0,0,0,0,6,98,853,153293,5567,0,0,4,4
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05501C22,0,0,0,34,34,0,0,0,0,0,250,2792,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,76,170,90,0,0,0,0,0,0,0,0,228,27174,4804,0,0,3,3
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05378C11,0,0,0,153,153,0,0,0,0,0,1027,98698,0,0,0,0,0,0,0,0,0,1,1,22,22,0,0,0,0,317,2956,90,0,0,0,0,0,5,0,37,942,960142,4996,0,0,18,18
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05597B22,0,0,0,367,367,0,0,0,0,0,2499,1187173,0,0,0,0,0,0,0,0,0,0,0,54,54,0,0,0,0,786,4117,90,0,0,0,0,0,0,11,184,2392,11649830,6253,0,0,18,18
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05773D21,0,0,0,102,102,0,0,0,0,0,1151,130481,0,0,0,0,0,0,0,1,1,1,1,10,10,0,0,0,0,294,2918,90,0,0,0,0,0,0,23,8,860,1276025,4589,1,1,10,10
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05339C32,0,0,0,148,148,0,0,0,0,0,911,18807,0,0,0,0,0,0,0,1,1,1,1,5,5,0,0,0,0,291,2162,90,0,0,0,0,0,74,0,59,905,182277,5122,0,0,3,3
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05121A22,0,0,0,11,11,0,0,0,75,0,105,1774,0,0,0,0,0,0,0,1,1,1,1,8,8,0,0,0,0,37,167,90,0,0,0,0,0,0,23,13,124,16990,5440,0,0,7,7
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05712B22,0,0,0,265,265,0,0,0,13,0,1791,2472440,0,0,0,0,0,0,0,1,3,2,2,14,14,0,0,0,0,528,6313,90,0,0,0,0,0,6,121,188,1782,24263274,5430,1,1,7,7
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05675A31,0,0,0,62,62,0,0,0,0,0,423,401486,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,125,3299,90,0,0,0,0,0,18,0,1,369,3922303,4885,0,0,5,5
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05375F11,0,0,0,508,508,0,0,0,0,0,3514,139531,0,0,0,0,0,0,0,2,2,2,2,50,50,0,0,0,0,869,3576,90,0,0,0,0,0,12,144,6,2968,1354052,3082,2,2,19,19
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05815C11,0,0,0,15,15,0,0,0,0,0,91,2132,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,21,61,90,0,0,0,0,0,0,0,0,60,20779,7114,0,0,4,3
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05516G32,0,0,0,212,212,0,0,0,0,0,1664,100172,0,0,0,0,0,0,0,0,1,0,0,71,71,0,0,0,0,504,3117,90,0,0,0,0,0,0,324,17,1386,981337,7135,0,0,49,49
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJTEST0021,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ06945A21,0,0,0,71,71,0,0,0,0,0,454,103197,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,117,1039,90,0,0,0,0,0,0,0,34,385,952687,4587,0,0,6,6
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05557C21,0,0,0,138,138,0,0,0,0,0,929,8453,0,0,0,0,0,0,0,2,2,2,2,8,8,0,0,0,0,242,288,90,0,0,0,0,0,0,3,77,804,82044,4387,1,1,5,5
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05400H12,0,0,0,0,0,0,0,0,0,0,64,5528,0,0,0,0,0,0,0,1,2,2,2,6,6,0,0,0,0,17,407,90,0,0,0,0,0,0,0,12,81,51710,5397,1,1,2,2
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05429C21,0,0,0,8,8,0,0,0,0,0,52,1583,0,0,0,0,0,0,0,1,1,1,1,3,3,0,0,0,0,15,302,90,0,0,0,0,0,0,0,4,48,14221,4358,1,1,3,3
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05375F22,0,0,0,134,134,0,0,0,0,0,1381,22982,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,479,453,90,0,0,0,0,0,2,1,0,1465,224862,4952,0,0,7,7
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05281A31,0,0,0,436,436,0,0,0,0,0,2818,231266,0,0,0,0,0,0,0,3,3,3,3,159,159,0,0,0,0,767,13485,90,0,0,0,0,0,0,366,338,2312,2055614,5356,4,4,21,21
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05829B22,0,0,0,126,126,0,0,0,0,0,739,493874,0,0,0,0,0,0,0,0,1,0,0,34,34,0,0,0,0,218,2404,90,0,0,0,0,0,29,0,16,673,4678807,5800,0,0,2,2
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05712B21,0,0,0,388,388,0,0,0,104,0,2897,1261976,0,0,0,0,0,0,0,2,4,4,4,59,59,0,0,0,0,812,14409,90,0,0,0,0,0,7,164,134,2492,12310528,6233,1,1,15,15
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05411E11,0,0,0,13,13,0,0,0,0,0,141,13875,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,42,199,90,0,0,0,0,0,0,0,0,145,134489,4320,0,0,4,4
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05412A12,0,0,0,260,260,0,0,0,0,0,1302,220178,0,0,0,0,0,0,0,7,9,10,10,22,22,0,0,0,0,434,2303,90,0,0,0,0,0,19,46,44,1347,2130960,4690,8,8,4,4
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05521C11,0,0,0,49,49,0,0,0,0,0,318,80826,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,93,685,90,0,0,0,0,0,0,0,180,300,790054,4706,0,0,10,10
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05422E32,0,0,0,220,220,0,0,0,3,0,1425,26358,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,307,598,90,0,0,0,0,0,0,233,199,1359,258437,4744,0,0,12,12
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05378C22,0,0,0,131,131,0,0,0,0,0,819,385554,0,0,0,0,0,0,0,1,1,1,1,42,42,0,0,0,0,278,8537,90,0,0,0,0,0,0,14,0,771,3776858,4975,0,0,44,44
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05121A31,0,0,0,53,53,0,0,0,0,0,391,2357,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,117,199,90,0,0,0,0,0,1,0,0,387,22835,4342,0,0,1,1
