MGR_RUNID,HL_DATE,HL_MARKET,Cntr,Region,Market,SubNetwork_2,PERIOD_START_TIME,PERIOD_DURATION,MeContext,UtranCell,pmAttNonBlindInterFreqHoCsSpeech12,pmCellDowntimeAuto,pmCellDowntimeMan,pmChSwitchAttemptUraFach,pmChSwitchSuccUraFach,pmDlTrafficVolumePs128,pmDlTrafficVolumePs16,pmDlTrafficVolumePs384,pmDlTrafficVolumePs64,pmDlTrafficVolumePs8,pmDlTrafficVolumePsCommon,pmDlTrafficVolumePsIntHs,pmDlTrafficVolumePsStr128,pmDlTrafficVolumePsStr16,pmDlTrafficVolumePsStr64,pmFailNonBlindInterFreqHoFailRevertCsSpeech12,pmNoDirRetryAtt,pmNoLoadSharingRrcConnCs,pmNoLoadSharingRrcConnPs,pmNoNormalNasSignReleaseCs,pmNoNormalRabReleaseSpeech,pmNoRabEstablishAttemptSpeech,pmNoRabEstablishSuccessSpeech,pmNoRabEstablishAttemptPacketInteractive,pmNoRabEstablishSuccessPacketInteractive,pmNoSysRelSpeechNeighbr,pmNoSystemNasSignReleaseCs,pmNoSystemRabReleaseSpeech,pmNoTimesCellFailAddToActSet,pmSamplesDchDlRlcUserPacketThp,pmSamplesHsDlRlcUserPacketThp,pmSamplesUlRssi,pmSuccNonBlindInterFreqHoCsSpeech12,pmSumBestAmr12200RabEstablish,pmSumBestAmr4750RabEstablish,pmSumBestAmr5900RabEstablish,pmSumBestAmr7950RabEstablish,pmSumBestAmrNbMmRabEstablish,pmSumBestAmrWbRabEstablish,pmSumBestCs12Establish,pmSumDchDlRlcUserPacketThp,pmSumHsDlRlcUserPacketThp,pmSumUlRssi,pmTotNoRrcConnectReqCs,pmTotNoRrcConnectReqCsSucc,pmTotNoRrcConnectReqPs,pmTotNoRrcConnectReqPsSucc
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,UNYM1035A32,0,0,0,182,182,0,0,0,0,0,1519,151072,0,0,0,0,0,0,0,2,4,3,3,20,20,0,0,0,0,444,1334,90,0,0,0,0,0,24,2,4,1454,1453078,4810,1,1,5,5
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01905C31,0,0,0,76,76,0,0,0,0,0,387,18854,0,0,0,0,0,0,0,3,4,3,3,4,4,0,0,0,0,101,266,90,0,0,0,0,0,78,15,66,284,178464,5172,3,3,1,1
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01183B31,0,0,0,45,45,0,0,0,8,0,235,20053,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,61,474,90,0,0,0,0,0,20,22,7,186,190911,5293,0,0,4,4
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01749A11,0,0,0,68,68,0,0,0,0,0,1277,222212,0,0,0,0,0,0,0,4,5,4,4,5,5,0,0,0,0,295,1508,90,0,0,0,0,0,8,13,25,1067,1815132,5870,6,6,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01169A21,0,0,0,220,220,0,0,0,0,0,1139,224333,0,0,0,0,0,0,0,1,0,1,1,12,12,0,0,0,1,277,12563,90,0,0,0,0,0,0,5,37,913,2179646,6883,1,1,15,15
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,UNY01140E22,0,0,0,219,219,0,0,0,0,0,1054,27055,0,0,0,0,0,0,0,2,2,2,2,90,90,0,0,0,0,305,1246,90,0,0,0,0,0,2,36,42,835,256768,6933,0,0,61,60
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01270A21,0,0,0,37,37,0,0,0,0,0,406,177723,0,0,0,0,0,0,0,3,3,3,3,31,31,0,0,0,0,109,3480,90,0,0,0,0,0,2,26,22,357,1684282,8644,1,1,16,16
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,UNY01837C22,0,0,0,8,8,0,0,0,0,0,32,15553,0,0,0,0,0,0,0,0,1,0,0,11,11,0,0,0,0,11,587,90,0,0,0,0,0,0,14,20,24,151425,4450,0,0,2,2
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,UNY01749A32,0,0,0,137,137,0,0,0,0,0,797,4477,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,175,454,90,0,0,0,0,0,131,2,0,498,43504,3469,0,0,5,5
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01455E31,0,0,0,27,27,0,0,0,0,0,169,39909,0,0,0,0,0,0,0,0,1,0,0,37,37,0,0,0,0,49,1153,90,0,0,0,0,0,22,23,26,198,375758,4806,1,1,12,12
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01091A11,0,0,0,46,46,0,0,0,0,0,554,250809,0,0,0,0,0,0,0,2,4,2,2,11,10,0,0,0,0,150,1024,90,0,0,0,0,0,3,9,33,506,2451343,5107,2,1,11,11
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01806B31,0,0,0,23,23,0,0,0,0,0,242,39405,0,0,0,0,0,0,0,0,1,0,0,6,6,0,0,0,0,60,621,90,0,0,0,0,0,2,14,48,269,373203,6730,0,0,3,3
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,UNY01366A32,0,0,0,30,30,0,0,0,0,0,307,353068,0,0,0,0,0,0,0,2,2,2,2,9,9,0,0,0,0,69,2321,90,0,0,0,0,0,1,19,8,275,3454671,9295,1,1,11,11
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,UNY01735A22,0,0,0,19,19,0,0,0,0,0,87,4757,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,29,238,90,0,0,0,0,0,0,0,0,82,46463,9207,0,0,1,1
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01439A31,0,0,0,76,76,0,43,0,51,0,400,26209,0,0,0,0,0,0,0,1,0,1,1,5,5,0,0,0,0,103,1320,90,0,0,0,0,0,2,70,169,391,249101,4966,2,2,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,UNY01905C12,0,0,0,112,112,0,0,0,0,0,863,225578,0,0,0,0,0,0,0,0,1,0,0,31,31,0,0,0,0,257,10675,90,0,0,0,0,0,40,39,10,969,2143637,6849,0,0,29,29
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,UNY01135B22,0,0,0,95,95,0,0,0,37,0,735,43195,0,0,0,0,0,0,0,1,0,1,1,18,18,0,0,0,0,186,977,90,0,0,0,0,0,1,190,2,798,420107,6504,0,0,15,15
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01060B21,0,0,0,41,41,0,0,0,0,0,351,19122,0,0,0,0,0,0,0,3,3,3,3,34,34,0,0,0,0,99,805,90,0,0,0,0,0,50,25,119,348,182748,5378,3,3,10,10
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01703C31,0,0,0,34,34,0,0,0,0,0,248,3477,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,65,264,90,0,0,0,0,0,0,21,29,255,32369,6379,0,0,8,8
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01276A31,0,0,0,176,176,0,0,0,69,0,900,11048,0,0,0,0,0,0,0,2,1,2,2,25,25,0,0,0,0,211,1056,90,0,0,0,0,0,51,170,16,873,106177,5248,2,2,21,21
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,UNY01132B12,0,0,0,38,38,0,0,0,0,0,288,39830,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,84,593,90,0,0,0,0,0,1,3,131,273,386914,6025,0,0,26,26
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01282B31,0,0,0,6,6,0,0,0,0,0,16,10146,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,6,308,90,0,0,0,0,0,0,3,3,15,89772,6992,0,0,4,4
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01365A31,0,0,0,10,10,0,0,0,0,0,117,27321,0,0,0,0,0,0,0,1,1,1,1,4,4,0,0,0,0,33,195,90,0,0,0,0,0,0,3,26,126,268198,4873,0,0,3,3
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01174B11,0,0,0,151,151,0,0,0,0,0,1865,11575,0,0,0,0,0,0,0,5,4,5,5,33,33,0,0,0,0,570,1021,90,0,0,0,0,0,26,35,103,1504,106185,5445,4,4,24,24
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01267A21,0,0,0,27,27,0,0,0,0,0,266,67473,0,0,0,0,0,0,0,2,1,2,2,50,49,0,0,0,0,63,2228,90,0,0,0,0,0,9,20,22,192,613362,5887,2,2,31,31
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01168A11,0,0,0,54,54,0,0,0,0,0,530,43350,0,0,0,0,0,0,0,1,1,1,1,29,29,0,0,0,0,119,1790,90,0,0,0,0,0,5,6,39,456,409821,6148,1,1,27,27
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01278C11,0,0,0,37,37,0,0,0,19,0,230,2910,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,60,438,90,0,0,0,0,0,0,1,34,207,25875,5529,0,0,26,26
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,UNY01135B32,0,0,0,82,82,0,0,0,0,0,690,24274,0,0,0,0,0,0,0,4,3,4,4,20,20,0,0,0,0,199,1094,90,0,0,0,0,0,65,36,16,691,235265,5319,4,4,12,12
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,UNY01081B12,0,0,0,95,95,0,0,0,0,0,1017,343004,0,0,0,0,0,0,0,4,1,2,2,126,126,0,0,0,0,275,2804,90,0,0,0,0,0,41,5,10,1113,3334363,7382,3,3,82,82
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01055B31,0,0,0,71,71,0,0,0,0,0,732,58826,0,0,0,0,0,0,0,2,3,2,2,39,39,0,0,0,0,142,1564,90,0,0,0,0,0,0,10,235,338,548918,4804,1,1,10,10
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01135B11,0,0,0,25,24,0,0,0,0,0,156,43647,0,0,0,0,0,0,0,1,0,1,1,8,8,0,0,0,1,51,683,90,0,0,0,0,0,5,28,105,137,409969,5856,0,0,4,4
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,UNYB0403A32,0,0,0,49,49,0,0,0,0,0,368,3820,0,0,0,0,0,0,0,0,1,0,0,43,42,0,0,0,0,101,588,90,0,0,0,0,0,9,25,138,317,36173,9104,0,0,19,19
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01439A21,0,0,0,8,8,0,0,0,0,0,22,316,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,7,48,90,0,0,0,0,0,0,163,1,11,2966,4994,1,1,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,UNY01364A22,0,0,0,254,254,0,0,0,262,0,3322,80619,0,0,0,0,0,0,0,2,2,1,1,53,53,0,0,0,0,677,2949,90,0,0,0,0,0,1,9,45,3415,788156,6041,1,1,11,11
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01325A21,0,0,0,63,63,0,0,0,0,0,441,273013,0,0,0,0,0,0,0,3,2,3,3,106,106,0,0,0,0,114,8745,90,0,0,0,0,0,3,98,156,424,2626962,5381,1,1,86,86
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01359A31,0,0,0,48,48,0,0,0,0,0,492,180963,0,0,0,0,0,0,0,3,3,3,3,16,16,0,0,0,0,133,2422,90,0,0,0,0,0,6,74,87,516,1722233,5188,2,2,11,11
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,UNYM1003A12,0,0,0,32,32,0,0,0,0,0,153,7379,0,0,0,0,0,0,0,3,3,3,3,20,20,0,0,0,0,50,546,90,0,0,0,0,0,52,64,59,138,71469,4485,1,1,23,23
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,UNY01322E12,0,0,0,1,1,0,0,0,0,0,15,62629,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,4,595,90,0,0,0,0,0,5,4,18,18,607705,4845,1,1,1,1
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,UNYTP027A22,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,UNY01749A12,0,0,0,218,218,0,0,0,0,0,1194,225454,0,0,0,0,0,0,0,4,5,5,5,25,24,0,0,0,0,330,10116,90,0,0,0,0,0,129,5,17,1142,2198270,5267,3,3,15,15
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,UNY01325A22,0,0,0,123,123,0,0,0,0,0,814,21866,0,0,0,0,0,0,0,0,3,2,2,17,17,0,0,0,0,189,4391,90,0,0,0,0,0,7,133,24,648,210084,5866,0,0,6,6
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01194G11,0,0,0,88,88,0,0,0,51,0,817,7909,0,0,0,0,0,0,0,0,1,0,0,19,19,0,0,0,0,142,496,90,0,0,0,0,0,201,18,3,374,73882,5836,1,1,10,10
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,UNY01169A32,0,0,0,149,149,0,0,0,0,0,944,6107,0,0,0,0,0,0,0,0,1,0,0,37,37,0,0,0,0,222,598,90,0,0,0,0,0,8,14,15,855,59103,5871,1,1,24,24
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,UNY01326G32,0,0,0,79,79,0,0,0,0,0,862,1764120,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,196,4199,90,0,0,0,0,0,4,0,6,777,17309251,5553,1,1,9,9
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,UNY01471E32,0,0,0,5,5,0,0,0,0,0,126,2103,0,0,0,0,0,0,0,1,0,1,1,6,6,0,0,0,0,35,197,90,0,0,0,0,0,1,2,6,111,20403,4776,0,0,5,5
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,UNYB0403A42,0,0,0,35,35,0,0,0,0,0,242,924195,0,0,0,0,0,0,0,1,0,1,1,14,14,0,0,0,0,70,6324,90,0,0,0,0,0,9,18,36,233,9056671,9214,1,1,7,7
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01506B31,0,0,0,64,64,0,0,0,150,0,273,1210,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,74,96,90,0,0,0,0,0,2,182,23,196,11726,4523,0,0,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01908A31,0,0,0,67,67,0,0,0,0,0,423,9626,0,0,0,0,0,0,0,2,1,2,2,6,6,0,0,0,0,106,285,90,0,0,0,0,0,0,0,13,460,84462,4640,2,2,2,2
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01720A11,0,0,0,16,16,0,0,0,0,0,128,22161,0,0,0,0,0,0,0,1,0,1,1,18,18,0,0,0,0,41,1265,90,0,0,0,0,0,29,33,13,136,212163,5236,0,0,13,13
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01170F31,0,0,0,3,3,0,0,0,0,0,19,311836,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,5,2291,90,0,0,0,0,0,126,0,0,267,2971309,5088,0,0,1,1
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01022A11,0,0,0,33,33,0,0,0,594,0,388,81118,0,0,0,0,0,0,0,0,1,0,0,33,33,0,0,0,0,77,1337,90,0,0,0,0,0,0,46,97,359,757623,6395,0,0,19,18
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01322E31,0,0,0,15,15,0,0,0,0,0,96,501,0,0,0,0,0,0,0,1,1,1,1,5,5,0,0,0,0,32,83,90,0,0,0,0,0,0,19,1,87,4546,7222,0,0,4,3
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,UNY01338C12,0,0,0,111,111,0,0,0,182,0,743,138451,0,0,0,0,0,0,0,2,1,2,2,53,53,0,0,0,0,215,1773,90,0,0,0,0,0,135,5,194,777,1313797,6125,2,2,24,24
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,UNY01871A22,0,0,0,157,157,0,0,0,0,0,530,8529,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,0,0,161,870,90,0,0,0,0,0,6,70,11,498,82462,5729,0,0,2,2
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01853C11,0,0,0,18,18,0,0,0,281,0,229,271407,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,54,2186,90,0,0,0,0,0,0,0,4,189,2662210,4618,1,1,11,11
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01056B31,0,0,0,39,39,0,0,0,0,0,252,179341,0,0,0,0,0,0,0,1,1,1,1,4,4,0,0,0,0,73,1338,90,0,0,0,0,0,10,19,15,243,1716797,4961,1,1,3,3
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01326G11,0,0,0,135,135,0,0,0,0,0,1109,3170563,0,0,0,0,0,0,0,0,1,0,0,69,66,0,0,0,0,173,7822,90,0,0,0,0,0,11,182,14,370,31053114,7116,2,2,42,41
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01837C21,0,0,0,8,8,0,0,0,0,0,39,681,0,0,0,0,0,0,0,1,0,1,1,9,9,0,0,0,0,11,284,90,0,0,0,0,0,4,1,1,40,6190,4077,0,0,6,6
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01871A31,0,0,0,5,5,0,0,0,76,0,93,86207,0,0,0,0,0,0,0,2,0,2,2,3,3,0,0,0,0,20,469,90,0,0,0,0,0,16,120,10,133,843454,4899,0,0,1,1
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,UNY01537C12,0,0,0,44,44,0,0,0,0,0,445,13208,0,0,0,0,0,0,0,0,0,0,0,21,20,0,0,0,0,135,756,90,0,0,0,0,0,0,2,5,429,128860,5926,0,0,13,13
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01726D11,0,0,0,43,43,0,0,0,0,0,213,10253,0,0,0,0,0,0,0,2,4,2,2,2,2,0,0,0,0,60,283,90,0,0,0,0,0,4,1,6,166,95526,4897,2,2,1,1
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,UNY01846A32,0,0,0,43,43,0,0,0,0,0,171,10877,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,53,175,90,0,0,0,0,0,0,0,0,127,102278,6441,0,0,6,6
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,UNY01070A32,0,0,0,13,13,0,0,0,0,0,61,883,0,0,0,0,0,0,0,1,2,1,1,2,2,0,0,0,0,25,112,90,0,0,0,0,0,0,0,13,63,7905,5515,0,0,1,1
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01193I21,0,0,0,62,62,0,0,0,1,0,381,369374,0,0,0,0,0,0,0,1,1,1,1,3,3,0,0,0,0,118,3103,90,0,0,0,0,0,76,3,75,321,3614071,5003,2,2,3,3
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01725C21,0,0,0,58,58,0,0,0,171,0,741,150959,0,0,0,0,0,0,0,2,4,2,2,5,5,0,0,0,0,196,7287,90,0,0,0,0,0,13,12,192,833,1459169,5353,2,2,3,3
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01176C21,0,0,0,20,20,0,0,0,0,0,135,29623,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,1,36,702,90,0,0,0,0,0,40,18,56,101,277040,4503,0,0,7,7
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,UNY01091A12,0,0,0,25,25,0,0,0,0,0,254,12838,0,0,0,0,0,0,0,0,0,0,0,25,24,0,0,0,0,61,817,90,0,0,0,0,0,0,22,7,209,122418,10502,0,0,10,10
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01064A21,0,0,0,39,39,0,0,0,0,0,238,32078,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,65,1525,90,0,0,0,0,0,3,2,172,225,280799,4722,0,0,3,3
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01314E31,0,0,0,9,9,0,0,0,0,0,258,3126,0,0,0,0,0,0,0,2,1,3,3,2,2,0,0,0,0,63,358,90,0,0,0,0,0,15,36,23,246,25632,5195,1,1,3,3
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01440A11,0,0,0,46,46,0,0,0,0,0,351,19171,0,0,0,0,0,0,0,4,3,4,4,11,11,0,0,0,0,106,730,90,0,0,0,0,0,118,68,150,315,182733,5433,1,1,4,4
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,PNY01734A21,0,0,0,17,17,0,0,0,0,0,112,25444,0,0,0,0,0,0,0,3,4,3,3,20,20,0,0,0,0,37,469,90,0,0,0,0,0,6,86,25,98,235739,5091,3,3,18,18
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC008,2016-11-21 01:00,15,NYRNC008,UNY01809B32,0,0,0,17,17,0,0,0,0,0,279,28692,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,81,451,90,0,0,0,0,0,0,0,7,312,281444,5957,0,0,7,7
